ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,snippet,sentiment
2023-10-23,178.7391143120351,168.81695101972738,187.2901222194901,178.7391143120351,178.7391143120351,-0.3329289650840435,-0.3329289650840435,-0.3329289650840435,0.8119409621054227,0.8119409621054227,0.8119409621054227,-1.144869927189466,-1.144869927189466,-1.144869927189466,0.0,0.0,0.0,178.40618534695105,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-10-24,178.79317720199597,168.58759337778693,186.7130343943907,178.79317720199597,178.79317720199597,-0.5016593652459066,-0.5016593652459066,-0.5016593652459066,0.6485543575550294,0.6485543575550294,0.6485543575550294,-1.150213722800936,-1.150213722800936,-1.150213722800936,0.0,0.0,0.0,178.29151783675005,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-10-25,178.8472400919568,169.21618312231672,187.5625612012436,178.8472400919568,178.8472400919568,-0.4299100850032621,-0.4299100850032621,-0.4299100850032621,0.7198862168452623,0.7198862168452623,0.7198862168452623,-1.1497963018485242,-1.1497963018485242,-1.1497963018485242,0.0,0.0,0.0,178.4173300069535,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-10-26,178.90130298191767,168.66944614936014,187.7261386986328,178.90130298191767,178.90130298191767,-0.4749981567194279,-0.4749981567194279,-0.4749981567194279,0.6663410059528515,0.6663410059528515,0.6663410059528515,-1.141339162672279,-1.141339162672279,-1.141339162672279,0.0,0.0,0.0,178.42630482519823,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-10-27,178.9553658718785,169.2406305864057,187.885131014676,178.9553658718785,178.9553658718785,-0.4916147630729745,-0.4916147630729745,-0.4916147630729745,0.6310581140043965,0.6310581140043965,0.6310581140043965,-1.1226728770773713,-1.1226728770773713,-1.1226728770773713,0.0,0.0,0.0,178.46375110880552,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-10-30,179.11755454176114,170.5356965125328,188.0860465518273,179.11755454176114,179.11755454176114,-0.1746303581085019,-0.1746303581085019,-0.1746303581085019,0.8119409621070989,0.8119409621070989,0.8119409621070989,-0.9865713202156008,-0.9865713202156008,-0.9865713202156008,0.0,0.0,0.0,178.94292418365262,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-10-31,179.17161743172198,169.15363739064824,188.31523354077885,179.17161743172198,179.17161743172198,-0.2609589896973653,-0.2609589896973653,-0.2609589896973653,0.6485543575551517,0.6485543575551517,0.6485543575551517,-0.909513347252517,-0.909513347252517,-0.909513347252517,0.0,0.0,0.0,178.9106584420246,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-01,179.22568032168286,169.79680051121878,188.05019256788623,179.22568032168286,179.22568032168286,-0.0950106686461422,-0.0950106686461422,-0.0950106686461422,0.7198862168448872,0.7198862168448872,0.7198862168448872,-0.8148968854910295,-0.8148968854910295,-0.8148968854910295,0.0,0.0,0.0,179.1306696530367,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-02,179.27974321164373,170.374537573715,188.2005289981441,179.27974321164373,179.27974321164373,-0.0358785859286908,-0.0358785859286908,-0.0358785859286908,0.6663410059549826,0.6663410059549826,0.6663410059549826,-0.7022195918836733,-0.7022195918836733,-0.7022195918836733,0.0,0.0,0.0,179.24386462571505,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-03,179.3338061016046,170.0380722974997,188.63602347041515,179.3338061016046,179.3338061016046,0.0597089100680165,0.0597089100680165,0.0597089100680165,0.6310581140025807,0.6310581140025807,0.6310581140025807,-0.5713492039345642,-0.5713492039345642,-0.5713492039345642,0.0,0.0,0.0,179.39351501167263,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-06,179.4959947714872,171.5117588130253,189.3741993978203,179.4959947714872,179.4959947714872,0.7381796689240564,0.7381796689240564,0.7381796689240564,0.8119409621070038,0.8119409621070038,0.8119409621070038,-0.0737612931829473,-0.0737612931829473,-0.0737612931829473,0.0,0.0,0.0,180.23417444041127,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-07,179.55005766144805,171.3318080790188,189.39368757376508,179.55005766144805,179.55005766144805,0.7725226160741342,0.7725226160741342,0.7725226160741342,0.6485543575544627,0.6485543575544627,0.6485543575544627,0.1239682585196713,0.1239682585196713,0.1239682585196713,0.0,0.0,0.0,180.32258027752215,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-08,179.60412055140893,171.2816498262008,190.0508798720507,179.60412055140893,179.60412055140893,1.0551810748321704,1.0551810748321704,1.0551810748321704,0.7198862168451321,0.7198862168451321,0.7198862168451321,0.3352948579870381,0.3352948579870381,0.3352948579870381,0.0,0.0,0.0,180.6593016262411,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-09,179.6581834413698,171.33630007166087,189.6513173478475,179.6581834413698,179.6581834413698,1.2247695537797687,1.2247695537797687,1.2247695537797687,0.6663410059518973,0.6663410059518973,0.6663410059518973,0.5584285478278718,0.5584285478278718,0.5584285478278718,0.0,0.0,0.0,180.8829529951496,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-10,179.71224633133065,172.70119048390498,191.40061131377576,179.71224633133065,179.71224633133065,1.4224407905369956,1.4224407905369956,1.4224407905369956,0.6310581140007651,0.6310581140007651,0.6310581140007651,0.7913826765362305,0.7913826765362305,0.7913826765362305,0.0,0.0,0.0,181.13468712186764,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-13,179.87443500121324,172.67198893168742,190.89490599852996,179.87443500121324,179.87443500121324,2.3393611484825767,2.3393611484825767,2.3393611484825767,0.8119409621104515,0.8119409621104515,0.8119409621104515,1.5274201863721255,1.5274201863721255,1.5274201863721255,0.0,0.0,0.0,182.2137961496958,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-14,179.92849789117412,172.71535918854133,191.17938144971848,179.92849789117412,179.92849789117412,2.426208029582886,2.426208029582886,2.426208029582886,0.6485543575537742,0.6485543575537742,0.6485543575537742,1.7776536720291114,1.7776536720291114,1.7776536720291114,0.0,0.0,0.0,182.354705920757,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-15,179.982560781135,173.72384776331802,192.05234123813543,179.982560781135,179.982560781135,2.746522608743818,2.746522608743818,2.746522608743818,0.7198862168450368,0.7198862168450368,0.7198862168450368,2.0266363918987818,2.0266363918987818,2.0266363918987818,0.0,0.0,0.0,182.7290833898788,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-16,180.03662367109584,173.49343522239764,192.1272003747056,180.03662367109584,180.03662367109584,2.938632032477552,2.938632032477552,2.938632032477552,0.6663410059526589,0.6663410059526589,0.6663410059526589,2.272291026524893,2.272291026524893,2.272291026524893,0.0,0.0,0.0,182.9752557035734,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-17,180.09068656105669,174.087448641083,193.01444493044104,180.09068656105669,180.09068656105669,3.143754066627464,3.143754066627464,3.143754066627464,0.631058114001107,0.631058114001107,0.631058114001107,2.5126959526263573,2.5126959526263573,2.5126959526263573,0.0,0.0,0.0,183.2344406276841,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-20,180.2528752309393,174.6349614285719,193.5640821769989,180.2528752309393,180.2528752309393,3.998213819556404,3.998213819556404,3.998213819556404,0.811940962103345,0.811940962103345,0.811940962103345,3.1862728574530585,3.1862728574530585,3.1862728574530585,0.0,0.0,0.0,184.2510890504957,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-21,180.30693812090016,175.06445202237396,193.62872365613333,180.30693812090016,180.30693812090016,4.039299691217582,4.039299691217582,4.039299691217582,0.6485543575530855,0.6485543575530855,0.6485543575530855,3.3907453336644964,3.3907453336644964,3.3907453336644964,0.0,0.0,0.0,184.34623781211772,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-22,180.36100101086103,176.0308405119535,193.4651359115084,180.36100101086103,180.36100101086103,4.303646906661801,4.303646906661801,4.303646906661801,0.7198862168449717,0.7198862168449717,0.7198862168449717,3.5837606898168297,3.5837606898168297,3.5837606898168297,0.0,0.0,0.0,184.66464791752284,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-24,180.4691267907828,175.39916668741708,193.9762712186575,180.4691267907828,180.4691267907828,4.564914418398469,4.564914418398469,4.564914418398469,0.6310581139971331,0.6310581139971331,0.6310581139971331,3.933856304401336,3.933856304401336,3.933856304401336,0.0,0.0,0.0,185.03404120918125,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-27,180.63131546066532,176.53181155852906,194.5324076776244,180.63131546066532,180.63131546066532,5.18161983620038,5.18161983620038,5.18161983620038,0.8119409621050212,0.8119409621050212,0.8119409621050212,4.369678874095358,4.369678874095358,4.369678874095358,0.0,0.0,0.0,185.81293529686573,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-28,180.68537835062625,176.03220754725237,195.1135499954744,180.68537835062625,180.68537835062625,5.141244777665686,5.141244777665686,5.141244777665686,0.6485543575532078,0.6485543575532078,0.6485543575532078,4.492690420112479,4.492690420112479,4.492690420112479,0.0,0.0,0.0,185.8266231282919,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-29,180.73944124058715,176.5101501167178,194.6172326627037,180.73944124058715,180.73944124058715,5.325537544139376,5.325537544139376,5.325537544139376,0.7198862168449066,0.7198862168449066,0.7198862168449066,4.605651327294469,4.605651327294469,4.605651327294469,0.0,0.0,0.0,186.0649787847265,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-11-30,180.793504130548,177.30460635017613,195.89220987087904,180.793504130548,180.793504130548,5.375676391602673,5.375676391602673,5.375676391602673,0.6663410059514427,0.6663410059514427,0.6663410059514427,4.70933538565123,4.70933538565123,4.70933538565123,0.0,0.0,0.0,186.16918052215064,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-01,180.8475670205088,176.89974160505705,195.2841585864048,180.8475670205088,180.8475670205088,5.435596484353643,5.435596484353643,5.435596484353643,0.6310581140047705,0.6310581140047705,0.6310581140047705,4.804538370348872,4.804538370348872,4.804538370348872,0.0,0.0,0.0,186.28316350486247,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-04,181.00975569039144,177.06077668195294,196.13683064846117,181.00975569039144,181.00975569039144,5.858564465499471,5.858564465499471,5.858564465499471,0.8119409621049264,0.8119409621049264,0.8119409621049264,5.046623503394546,5.046623503394546,5.046623503394546,0.0,0.0,0.0,186.8683201558909,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-05,181.06381858035232,177.40173289486938,195.70265302278423,181.06381858035232,181.06381858035232,5.76333288669988,5.76333288669988,5.76333288669988,0.6485543575517081,0.6485543575517081,0.6485543575517081,5.114778529148172,5.114778529148172,5.114778529148172,0.0,0.0,0.0,186.8271514670522,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-06,181.1178814703132,178.05599437876842,195.85240461774268,181.1178814703132,181.1178814703132,5.897164789395283,5.897164789395283,5.897164789395283,0.7198862168448111,0.7198862168448111,0.7198862168448111,5.177278572550472,5.177278572550472,5.177278572550472,0.0,0.0,0.0,187.01504625970844,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-07,181.171944360274,177.35218373424436,196.18686321507016,181.171944360274,181.171944360274,5.90055201554758,5.90055201554758,5.90055201554758,0.6663410059535738,0.6663410059535738,0.6663410059535738,5.234211009594008,5.234211009594008,5.234211009594008,0.0,0.0,0.0,187.0724963758216,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-08,181.2260072502349,178.27541459175677,197.0298599004593,181.2260072502349,181.2260072502349,5.916505932305826,5.916505932305826,5.916505932305826,0.6310581140029546,0.6310581140029546,0.6310581140029546,5.285447818302872,5.285447818302872,5.285447818302872,0.0,0.0,0.0,187.1425131825407,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-11,181.38819592011748,178.58112751764787,196.6065162975096,181.38819592011748,181.38819592011748,6.2122747392179445,6.2122747392179445,6.2122747392179445,0.8119409621048311,0.8119409621048311,0.8119409621048311,5.400333777113113,5.400333777113113,5.400333777113113,0.0,0.0,0.0,187.60047065933543,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-12,181.4422588100784,177.74942636754812,197.1661877301368,181.4422588100784,181.4422588100784,6.0716008382982825,6.0716008382982825,6.0716008382982825,0.6485543575546066,0.6485543575546066,0.6485543575546066,5.423046480743676,5.423046480743676,5.423046480743676,0.0,0.0,0.0,187.51385964837664,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-13,181.4963217000392,178.4241508906208,196.59797003780912,181.4963217000392,181.4963217000392,6.156044126934585,6.156044126934585,6.156044126934585,0.7198862168447461,0.7198862168447461,0.7198862168447461,5.4361579100898405,5.4361579100898405,5.4361579100898405,0.0,0.0,0.0,187.65236582697375,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-14,181.55038459000008,178.77327851378809,196.9557588230781,181.55038459000008,181.55038459000008,6.104685932974683,6.104685932974683,6.104685932974683,0.6663410059529659,0.6663410059529659,0.6663410059529659,5.438344927021717,5.438344927021717,5.438344927021717,0.0,0.0,0.0,187.6550705229748,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-15,181.60444747996092,177.85332529672803,197.06843013139132,181.60444747996092,181.60444747996092,6.059235914250075,6.059235914250075,6.059235914250075,0.6310581140032968,0.6310581140032968,0.6310581140032968,5.428177800246778,5.428177800246778,5.428177800246778,0.0,0.0,0.0,187.66368339421103,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-18,181.76663614984355,179.39968314217035,197.08682405286237,181.76663614984355,181.76663614984355,6.120578979139319,6.120578979139319,6.120578979139319,0.8119409621082788,0.8119409621082788,0.8119409621082788,5.30863801703104,5.30863801703104,5.30863801703104,0.0,0.0,0.0,187.8872151289829,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-19,181.8206990398044,178.0128521337221,196.87429338909044,181.8206990398044,181.8206990398044,5.882855837719169,5.882855837719169,5.882855837719169,0.6485543575531068,0.6485543575531068,0.6485543575531068,5.234301480166062,5.234301480166062,5.234301480166062,0.0,0.0,0.0,187.7035548775236,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-20,181.87476192976527,178.7660916425438,197.10531842975627,181.87476192976527,181.87476192976527,5.860475190057556,5.860475190057556,5.860475190057556,0.7198862168449911,0.7198862168449911,0.7198862168449911,5.140588973212564,5.140588973212564,5.140588973212564,0.0,0.0,0.0,187.7352371198228,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-21,181.92882481972612,178.48288888283486,196.5778863056243,181.92882481972612,181.92882481972612,5.692844774125835,5.692844774125835,5.692844774125835,0.6663410059537275,0.6663410059537275,0.6663410059537275,5.026503768172107,5.026503768172107,5.026503768172107,0.0,0.0,0.0,187.621669593852,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-22,181.98288770968705,178.43239697914902,196.5309218000179,181.98288770968705,181.98288770968705,5.522370238832954,5.522370238832954,5.522370238832954,0.6310581140036389,0.6310581140036389,0.6310581140036389,4.891312124829314,4.891312124829314,4.891312124829314,0.0,0.0,0.0,187.50525794852,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-26,182.1991392695305,177.73153452176317,196.27494538686116,182.1991392695305,182.1991392695305,4.78512066159369,4.78512066159369,4.78512066159369,0.6485543575532292,0.6485543575532292,0.6485543575532292,4.1365663040404606,4.1365663040404606,4.1365663040404606,0.0,0.0,0.0,186.98425993112417,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-27,182.2532021594913,178.47940634652593,196.50479487522847,182.2532021594913,182.2532021594913,4.616978366021879,4.616978366021879,4.616978366021879,0.719886216844926,0.719886216844926,0.719886216844926,3.897092149176953,3.897092149176953,3.897092149176953,0.0,0.0,0.0,186.8701805255132,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-28,182.3072650494522,177.0172347566565,195.91762021627804,182.3072650494522,182.3072650494522,4.3062278253918365,4.3062278253918365,4.3062278253918365,0.6663410059520117,0.6663410059520117,0.6663410059520117,3.6398868194398255,3.6398868194398255,3.6398868194398255,0.0,0.0,0.0,186.61349287484404,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2023-12-29,182.36132793941303,177.47300655923135,195.624049153102,182.36132793941303,182.36132793941303,3.998072860288883,3.998072860288883,3.998072860288883,0.631058113999665,0.631058113999665,0.631058113999665,3.3670147462892177,3.3670147462892177,3.3670147462892177,0.0,0.0,0.0,186.35940079970197,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-02,182.57757949925653,176.7047485997264,194.34282350350117,182.57757949925653,182.57757949925653,2.823087061709852,2.823087061709852,2.823087061709852,0.6485543575553169,0.6485543575553169,0.6485543575553169,2.1745327041545357,2.1745327041545357,2.1745327041545357,0.0,0.0,0.0,185.4006665609664,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-03,182.6316423892174,175.79139480969485,193.97257539907187,182.6316423892174,182.6316423892174,2.5880645271691107,2.5880645271691107,2.5880645271691107,0.7198862168451708,0.7198862168451708,0.7198862168451708,1.86817831032394,1.86817831032394,1.86817831032394,0.0,0.0,0.0,185.2197069163865,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-04,182.68570527917828,176.48879425473467,194.3260748435827,182.68570527917828,182.68570527917828,2.232630073580705,2.232630073580705,2.232630073580705,0.6663410059527735,0.6663410059527735,0.6663410059527735,1.5662890676279324,1.5662890676279324,1.5662890676279324,0.0,0.0,0.0,184.918335352759,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-05,182.73976816913915,175.51712218993927,194.4376136105,182.73976816913915,182.73976816913915,1.9040986011642296,1.9040986011642296,1.9040986011642296,0.6310581140029866,0.6310581140029866,0.6310581140029866,1.2730404871612435,1.2730404871612435,1.2730404871612435,0.0,0.0,0.0,184.64386677030336,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-08,182.9019568390217,174.85698618863367,194.0309977908136,182.9019568390217,182.9019568390217,1.299069074640412,1.299069074640412,1.299069074640412,0.8119409621045252,0.8119409621045252,0.8119409621045252,0.4871281125358868,0.4871281125358868,0.4871281125358868,0.0,0.0,0.0,184.2010259136621,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-09,182.9560197289826,174.72154789695858,193.6323087196569,182.9560197289826,182.9560197289826,0.9184738756380392,0.9184738756380392,0.9184738756380392,0.6485543575546281,0.6485543575546281,0.6485543575546281,0.2699195180834111,0.2699195180834111,0.2699195180834111,0.0,0.0,0.0,183.87449360462065,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-10,183.01008261894347,174.51081633468104,192.75208578757287,183.01008261894347,183.01008261894347,0.8011645531277837,0.8011645531277837,0.8011645531277837,0.7198862168447959,0.7198862168447959,0.7198862168447959,0.0812783362829877,0.0812783362829877,0.0812783362829877,0.0,0.0,0.0,183.8112471720713,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-11,183.06414550890432,174.024139198434,193.05980620233905,183.06414550890432,183.06414550890432,0.5907479089936117,0.5907479089936117,0.5907479089936117,0.6663410059521653,0.6663410059521653,0.6663410059521653,-0.0755930969585536,-0.0755930969585536,-0.0755930969585536,0.0,0.0,0.0,183.65489341789797,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-12,183.1182083988652,173.929155638896,192.8645201245877,183.1182083988652,183.1182083988652,0.4331160185416114,0.4331160185416114,0.4331160185416114,0.6310581140033286,0.6310581140033286,0.6310581140033286,-0.1979420954617171,-0.1979420954617171,-0.1979420954617171,0.0,0.0,0.0,183.5513244174068,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-16,183.33445995870863,174.02821502625025,192.6690420937804,183.33445995870863,183.33445995870863,0.3420746638969209,0.3420746638969209,0.3420746638969209,0.6485543575539394,0.6485543575539394,0.6485543575539394,-0.3064796936570183,-0.3064796936570183,-0.3064796936570183,0.0,0.0,0.0,183.67653462260557,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-17,183.38852284866957,174.13930386131074,192.8513149153868,183.38852284866957,183.38852284866957,0.4848245098401175,0.4848245098401175,0.4848245098401175,0.7198862168450411,0.7198862168450411,0.7198862168450411,-0.2350617070049235,-0.2350617070049235,-0.2350617070049235,0.0,0.0,0.0,183.87334735850965,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-18,183.4425857386304,175.3542231031687,193.0688693634673,183.4425857386304,183.4425857386304,0.5410361421189595,0.5410361421189595,0.5410361421189595,0.6663410059529269,0.6663410059529269,0.6663410059529269,-0.1253048638339674,-0.1253048638339674,-0.1253048638339674,0.0,0.0,0.0,183.98362188074933,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-19,183.4966486285913,174.7858693668178,193.37891292537657,183.4966486285913,183.4966486285913,0.6520593182677467,0.6520593182677467,0.6520593182677467,0.6310581140036706,0.6310581140036706,0.6310581140036706,0.021001204264076,0.021001204264076,0.021001204264076,0.0,0.0,0.0,184.14870794685905,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-22,183.65883729847383,175.80745224315856,194.7834676761477,183.65883729847383,183.65883729847383,1.4628911172052417,1.4628911172052417,1.4628911172052417,0.8119409621078776,0.8119409621078776,0.8119409621078776,0.6509501550973641,0.6509501550973641,0.6509501550973641,0.0,0.0,0.0,185.1217284156791,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-23,183.7129001884347,175.73755960098728,194.3384485245216,183.7129001884347,183.7129001884347,1.5605432607166605,1.5605432607166605,1.5605432607166605,0.6485543575540615,0.6485543575540615,0.6485543575540615,0.9119889031625988,0.9119889031625988,0.9119889031625988,0.0,0.0,0.0,185.27344344915136,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-24,183.7669630783956,176.32667561291478,194.24153351035943,183.7669630783956,183.7669630783956,1.9107208856736055,1.9107208856736055,1.9107208856736055,0.7198862168449456,0.7198862168449456,0.7198862168449456,1.1908346688286602,1.1908346688286602,1.1908346688286602,0.0,0.0,0.0,185.6776839640692,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-25,183.82102596835645,176.26569607547592,194.68203161350775,183.82102596835645,183.82102596835645,2.148496894477788,2.148496894477788,2.148496894477788,0.6663410059523189,0.6663410059523189,0.6663410059523189,1.4821558885254686,1.4821558885254686,1.4821558885254686,0.0,0.0,0.0,185.96952286283425,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-26,183.8750888583173,177.1646417417234,195.2161576561288,183.8750888583173,183.8750888583173,2.4113304184605022,2.4113304184605022,2.4113304184605022,0.6310581140018549,0.6310581140018549,0.6310581140018549,1.780272304458647,1.780272304458647,1.780272304458647,0.0,0.0,0.0,186.2864192767778,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-29,184.0372775281999,177.92077385797927,196.58997066032543,184.0372775281999,184.0372775281999,3.467333694661815,3.467333694661815,3.467333694661815,0.8119409621025425,0.8119409621025425,0.8119409621025425,2.6553927325592714,2.6553927325592714,2.6553927325592714,0.0,0.0,0.0,187.5046112228617,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-30,184.0913404181608,178.34502452380988,197.01542539902437,184.0913404181608,184.0913404181608,3.5689016245199525,3.5689016245199525,3.5689016245199525,0.6485543575541839,0.6485543575541839,0.6485543575541839,2.920347266965769,2.920347266965769,2.920347266965769,0.0,0.0,0.0,187.66024204268072,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-01-31,184.14540330812164,178.96363441408056,196.97036786025663,184.14540330812164,184.14540330812164,3.8818412849125488,3.8818412849125488,3.8818412849125488,0.7198862168448804,0.7198862168448804,0.7198862168448804,3.161955068067668,3.161955068067668,3.161955068067668,0.0,0.0,0.0,188.0272445930342,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-01,184.1994661980825,179.1169077296827,197.69275066109677,184.1994661980825,184.1994661980825,4.040917192145075,4.040917192145075,4.040917192145075,0.6663410059533423,0.6663410059533423,0.6663410059533423,3.374576186191733,3.374576186191733,3.374576186191733,0.0,0.0,0.0,188.2403833902276,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-02,184.25352908804336,179.27743330567503,197.78197070875507,184.25352908804336,184.25352908804336,4.1839991329573865,4.1839991329573865,4.1839991329573865,0.631058114000039,0.631058114000039,0.631058114000039,3.552941018957348,3.552941018957348,3.552941018957348,0.0,0.0,0.0,188.43752822100075,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-05,184.415717757926,179.0378095907856,198.02369780712127,184.415717757926,184.415717757926,4.649208323333664,4.649208323333664,4.649208323333664,0.8119409621024477,0.8119409621024477,0.8119409621024477,3.837267361231215,3.837267361231215,3.837267361231215,0.0,0.0,0.0,189.0649260812596,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-06,184.46978064788684,179.65879454737296,199.0867005520821,184.46978064788684,184.46978064788684,4.484970905791376,4.484970905791376,4.484970905791376,0.648554357553495,0.648554357553495,0.648554357553495,3.8364165482378807,3.8364165482378807,3.8364165482378807,0.0,0.0,0.0,188.95475155367825,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-07,184.52384353784768,179.91093587388897,198.8204596104128,184.52384353784768,184.52384353784768,4.503364201313335,4.503364201313335,4.503364201313335,0.7198862168448155,0.7198862168448155,0.7198862168448155,3.78347798446852,3.78347798446852,3.78347798446852,0.0,0.0,0.0,189.027207739161,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-08,184.57790642780856,179.8851179295171,198.2609698162496,184.57790642780856,184.57790642780856,4.343372935227001,4.343372935227001,4.343372935227001,0.6663410059527343,0.6663410059527343,0.6663410059527343,3.677031929274268,3.677031929274268,3.677031929274268,0.0,0.0,0.0,188.92127936303555,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-09,184.63196931776943,179.75785232874028,198.27513644444247,184.63196931776943,184.63196931776943,4.14752005441218,4.14752005441218,4.14752005441218,0.6310581140055184,0.6310581140055184,0.6310581140055184,3.516461940406662,3.516461940406662,3.516461940406662,0.0,0.0,0.0,188.7794893721816,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-12,184.79415798765203,179.42159911971157,197.23921458339436,184.79415798765203,184.79415798765203,3.527922354406846,3.527922354406846,3.527922354406846,0.8119409621058953,0.8119409621058953,0.8119409621058953,2.7159813923009506,2.7159813923009506,2.7159813923009506,0.0,0.0,0.0,188.32208034205888,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
2024-02-13,184.8482208776129,178.62476548497065,197.0556723524448,184.8482208776129,184.8482208776129,2.997381601686984,2.997381601686984,2.997381601686984,0.6485543575528065,0.6485543575528065,0.6485543575528065,2.3488272441341778,2.3488272441341778,2.3488272441341778,0.0,0.0,0.0,187.84560247929988,,"{'label': 'POSITIVE', 'score': 0.9733139872550964}"
